ticker,price,target_price,stop_price,prob_win,prob_stop,beta,vol_ratio,turnover_oku,action,reason
9101.T,7262.0,7712.0,7037.0,0.326,0.5745,0.02,1.04,193.5,⏸️ WAIT,確信度不足
5985.T,2120.0,2426.9,1966.6,0.3259,0.5725,1.46,0.78,15.0,⏸️ WAIT,確信度不足
8053.T,1822.0,1928.0,1769.0,0.3259,0.5685,0.67,1.23,196.0,⏸️ WAIT,確信度不足
1925.T,4598.0,4727.0,4533.5,0.3258,0.5583,-0.1,1.18,74.9,⏸️ WAIT,確信度不足
6302.T,5526.0,5959.7,5309.1,0.3258,0.5741,1.43,1.25,39.8,⏸️ WAIT,確信度不足
6594.T,2691.0,2909.6,2581.7,0.3257,0.5795,1.7,0.7,153.2,⏸️ WAIT,確信度不足
9502.T,2992.0,3175.3,2900.4,0.3257,0.5784,0.68,1.65,74.9,⏸️ WAIT,確信度不足
9506.T,1417.5,1489.4,1381.6,0.3257,0.5774,0.33,1.1,66.3,⏸️ WAIT,確信度不足
1662.T,1921.0,2035.3,1863.9,0.3255,0.5587,-0.01,1.46,30.0,⏸️ WAIT,確信度不足
6258.T,3450.0,3730.0,3310.0,0.3255,0.5806,1.41,0.83,12.1,⏸️ WAIT,確信度不足
9508.T,2179.5,2328.4,2105.0,0.3255,0.5676,0.43,1.57,40.6,⏸️ WAIT,確信度不足
4684.T,4893.0,5158.4,4760.3,0.3254,0.5682,-0.02,0.98,94.0,⏸️ WAIT,確信度不足
3401.T,1649.5,1735.1,1606.7,0.3253,0.5607,0.26,1.17,10.8,⏸️ WAIT,確信度不足
6203.T,2844.0,3241.7,2645.1,0.3252,0.5809,1.36,0.93,415.7,⏸️ WAIT,確信度不足
6952.T,2004.5,2191.5,1911.0,0.3252,0.5563,1.1,0.84,41.0,⏸️ WAIT,確信度不足
9532.T,6039.0,6304.6,5906.2,0.3252,0.5675,-0.07,1.34,60.1,⏸️ WAIT,確信度不足
3563.T,5171.0,5651.3,4930.9,0.3251,0.5507,0.17,0.79,152.6,⏸️ WAIT,確信度不足
3774.T,3340.0,3506.0,3257.0,0.3251,0.5642,0.17,1.17,14.2,⏸️ WAIT,確信度不足
8309.T,1767.0,1851.3,1724.9,0.3251,0.5603,0.41,1.24,140.1,⏸️ WAIT,確信度不足
8628.T,1181.0,1237.3,1152.9,0.3251,0.5491,0.19,0.87,10.3,⏸️ WAIT,確信度不足
3086.T,2607.0,2773.1,2523.9,0.325,0.5683,0.27,0.9,35.6,⏸️ WAIT,確信度不足
4440.T,2624.0,3298.0,2287.0,0.325,0.5588,-1.85,1.51,84.6,⏸️ WAIT,確信度不足
5401.T,686.4000244140625,721.3,669.0,0.3247,0.5649,0.12,0.67,243.0,⏸️ WAIT,確信度不足
7751.T,4380.0,4536.4,4301.8,0.3247,0.5565,0.09,0.95,147.9,⏸️ WAIT,確信度不足
8227.T,3171.0,3283.1,3114.9,0.3247,0.5796,-0.14,1.05,20.8,⏸️ WAIT,確信度不足
9509.T,1114.5,1179.8,1081.9,0.3247,0.5685,0.69,1.15,20.1,⏸️ WAIT,確信度不足
1860.T,1472.0,1528.9,1443.5,0.3245,0.566,0.27,1.07,11.9,⏸️ WAIT,確信度不足
4203.T,7588.0,8176.7,7293.6,0.3244,0.5783,1.32,1.06,66.2,⏸️ WAIT,確信度不足
9504.T,1084.5,1145.4,1054.0,0.3244,0.5707,0.33,1.0,22.9,⏸️ WAIT,確信度不足
9697.T,4240.0,4518.6,4100.7,0.3243,0.5762,0.29,0.59,153.6,⏸️ WAIT,確信度不足
9008.T,794.2999877929688,817.4,782.8,0.3242,0.5773,-0.13,1.46,13.8,⏸️ WAIT,確信度不足
4667.T,3635.0,4626.9,3139.1,0.324,0.5606,-1.4,1.36,63.0,⏸️ WAIT,確信度不足
8570.T,1636.0,1705.9,1601.1,0.3237,0.5736,0.05,1.33,10.3,⏸️ WAIT,確信度不足
9503.T,2964.5,3152.9,2870.3,0.3236,0.564,0.64,1.16,118.7,⏸️ WAIT,確信度不足
8001.T,2294.0,2400.5,2240.8,0.3234,0.5805,0.14,1.08,422.7,⏸️ WAIT,確信度不足
8918.T,10.0,12.0,9.0,0.3234,0.5661,-0.18,0.87,33.8,⏸️ WAIT,確信度不足
4507.T,2827.0,2939.9,2770.6,0.3233,0.5597,-0.1,1.17,82.7,⏸️ WAIT,確信度不足
4183.T,2097.0,2237.1,2027.0,0.3232,0.5655,0.8,1.01,44.6,⏸️ WAIT,確信度不足
8830.T,3211.0,3361.0,3136.0,0.323,0.577,0.34,0.89,108.1,⏸️ WAIT,確信度不足
9143.T,1475.5,1528.4,1449.0,0.323,0.5783,0.19,0.93,21.1,⏸️ WAIT,確信度不足
9602.T,1613.0,1686.4,1576.3,0.323,0.5818,-0.08,0.97,43.1,⏸️ WAIT,確信度不足
4205.T,2326.0,2458.7,2259.6,0.3229,0.5673,0.82,1.02,20.1,⏸️ WAIT,確信度不足
8316.T,6911.0,7240.0,6746.5,0.3229,0.5614,0.4,1.31,766.4,⏸️ WAIT,確信度不足
6326.T,2783.0,2971.8,2688.6,0.3226,0.5633,0.77,1.14,125.1,⏸️ WAIT,確信度不足
1878.T,3298.0,3405.3,3244.4,0.3221,0.5725,-0.01,1.22,41.7,⏸️ WAIT,確信度不足
4188.T,1156.5,1239.6,1115.0,0.3218,0.553,0.55,1.18,56.4,⏸️ WAIT,確信度不足
6178.T,2469.0,2596.3,2405.4,0.3218,0.5581,0.41,1.15,93.5,⏸️ WAIT,確信度不足
5021.T,4523.0,4747.3,4410.9,0.3217,0.5825,0.21,0.99,28.8,⏸️ WAIT,確信度不足
8473.T,3262.0,3463.0,3161.5,0.3217,0.5775,0.98,0.81,117.6,⏸️ WAIT,確信度不足
8591.T,6089.0,6380.0,5943.5,0.3217,0.5607,0.43,1.12,190.3,⏸️ WAIT,確信度不足
9022.T,3797.0,3948.3,3721.4,0.3216,0.5646,-0.15,1.04,83.4,⏸️ WAIT,確信度不足
7550.T,11235.0,11955.7,10874.6,0.3213,0.5572,-0.07,1.08,57.0,⏸️ WAIT,確信度不足
9432.T,175.6999969482422,182.1,172.5,0.3204,0.5596,-0.01,1.0,360.5,⏸️ WAIT,確信度不足
8267.T,1332.5,1396.8,1300.4,0.3203,0.5661,0.06,1.37,141.9,⏸️ WAIT,確信度不足
4088.T,2990.0,3225.9,2872.1,0.3199,0.5708,0.54,0.47,55.7,⏸️ WAIT,確信度不足
3289.T,1285.5,1329.6,1263.5,0.3193,0.5761,0.19,0.98,35.5,⏸️ WAIT,確信度不足
9006.T,1560.5,1601.3,1540.1,0.3193,0.5693,-0.08,1.02,11.6,⏸️ WAIT,確信度不足
4528.T,2320.0,2422.7,2268.6,0.3191,0.5537,-0.16,1.25,31.1,⏸️ WAIT,確信度不足
6146.T,51980.0,57032.9,49453.6,0.3189,0.5823,1.41,1.01,765.5,⏸️ WAIT,確信度不足
3391.T,2245.0,2361.9,2186.5,0.3187,0.5757,-0.1,1.02,31.4,⏸️ WAIT,確信度不足
8697.T,2210.5,2306.6,2162.4,0.3186,0.5861,0.61,1.03,71.7,⏸️ WAIT,確信度不足
1605.T,3930.0,4163.4,3813.3,0.3185,0.5638,-0.2,1.51,245.7,⏸️ WAIT,確信度不足
3038.T,2965.5,3173.4,2861.5,0.3184,0.5812,0.11,0.98,91.5,⏸️ WAIT,確信度不足
8252.T,2852.5,2935.6,2810.9,0.3183,0.5852,-0.02,1.24,32.4,⏸️ WAIT,確信度不足
8876.T,2134.0,2230.0,2086.0,0.317,0.5594,-0.1,1.18,11.3,⏸️ WAIT,確信度不足
7564.T,5670.0,6017.1,5496.4,0.3169,0.5787,0.15,0.77,23.3,⏸️ WAIT,確信度不足
3349.T,6501.0,6864.7,6319.1,0.3167,0.5794,-0.19,0.87,29.0,⏸️ WAIT,確信度不足
4005.T,558.5,601.5,537.0,0.3166,0.5635,0.34,1.15,65.0,⏸️ WAIT,確信度不足
4666.T,1950.0,2034.3,1907.9,0.3166,0.5718,0.28,1.02,17.5,⏸️ WAIT,確信度不足
2531.T,2535.0,2693.4,2455.8,0.3138,0.585,0.61,1.35,13.7,⏸️ WAIT,確信度不足
2670.T,2641.0,2737.4,2592.8,0.3131,0.5828,0.06,1.05,13.8,⏸️ WAIT,確信度不足
8729.T,160.60000610351562,168.4,156.7,0.313,0.575,0.11,1.0,77.5,⏸️ WAIT,確信度不足
2593.T,3165.0,3348.2,3073.4,0.3127,0.5768,-0.98,0.99,11.9,⏸️ WAIT,確信度不足
4967.T,5768.0,5956.9,5673.6,0.3113,0.5788,-0.11,0.74,16.1,⏸️ WAIT,確信度不足
2726.T,1481.0,1581.9,1430.6,0.3107,0.591,-0.03,0.8,16.7,⏸️ WAIT,確信度不足
4506.T,1527.0,1651.4,1464.8,0.3105,0.5617,0.18,0.92,58.4,⏸️ WAIT,確信度不足
9843.T,3242.0,3453.1,3136.4,0.3103,0.5805,-0.1,0.83,131.9,⏸️ WAIT,確信度不足
9023.T,1526.5,1565.7,1506.9,0.3097,0.5842,-0.24,1.08,29.1,⏸️ WAIT,確信度不足
3046.T,5630.0,6005.1,5442.5,0.3095,0.5985,0.31,0.69,11.5,⏸️ WAIT,確信度不足
