ticker,price,target_price,stop_price,prob_win,prob_stop,ev_score,beta,vol_ratio,turnover_oku,action,reason,code,margin_date,margin_buy,margin_buy_diff,margin_buy_pct,margin_short,margin_ratio,is_accumulating
6055.T,2088.0,2290.7,1986.6,0.3656,0.2519,0.479,1.26,0.93,13.3,🔥 STRONG BUY,"本買い適合(勝率36.6%, EV=+0.48R)",6055,09/04,502.0,-6.0,-1.18,41.0,11.98,False
7826.T,10330.0,11617.1,9686.4,0.3633,0.2486,0.478,2.17,0.84,79.2,🔥 STRONG BUY,"本買い適合(勝率36.3%, EV=+0.48R)",7826,09/04,970.0,-114.0,-10.57,47.0,20.48,False
4661.T,3085.0,3226.3,3014.4,0.3686,0.2599,0.477,0.07,1.0,177.0,🔥 STRONG BUY,"本買い適合(勝率36.9%, EV=+0.48R)",4661,09/04,2700.0,-27.0,-1.0,2966.0,0.91,False
4004.T,14295.0,16070.7,13407.1,0.3682,0.2693,0.467,2.01,1.52,299.5,🔥 STRONG BUY,"本買い適合(勝率36.8%, EV=+0.47R)",4004,09/04,1254.0,-250.0,-16.65,20.0,60.04,False
6101.T,4825.0,5307.9,4583.6,0.3748,0.2822,0.467,1.69,1.4,17.9,🔥 STRONG BUY,"本買い適合(勝率37.5%, EV=+0.47R)",6101,09/04,454.0,-4.0,-0.92,14.0,30.5,False
6525.T,8162.0,9238.3,7623.9,0.3744,0.2857,0.463,2.01,0.82,813.8,🔥 STRONG BUY,"本買い適合(勝率37.4%, EV=+0.46R)",6525,09/04,2299.0,207.0,9.93,303.0,7.57,False
6227.T,5800.0,6694.3,5352.9,0.3709,0.281,0.461,2.62,1.24,56.3,🔥 STRONG BUY,"本買い適合(勝率37.1%, EV=+0.46R)",6227,09/04,3344.0,225.0,7.23,441.0,7.58,False
8252.T,2852.5,2935.6,2810.9,0.3644,0.2685,0.46,-0.02,1.24,32.4,🔥 STRONG BUY,"本買い適合(勝率36.4%, EV=+0.46R)",8252,09/04,309.0,35.0,12.9,22.0,13.49,False
285A.T,54030.0,60724.3,50682.9,0.3671,0.2772,0.457,3.17,0.91,17586.9,🔥 STRONG BUY,"本買い適合(勝率36.7%, EV=+0.46R)",285A,09/04,13506.0,-2659.0,-16.45,1014.0,13.31,False
6268.T,4438.0,4780.6,4266.7,0.3707,0.2848,0.457,1.7,0.99,44.4,🔥 STRONG BUY,"本買い適合(勝率37.1%, EV=+0.46R)",6268,09/04,1057.0,-30.0,-2.84,18.0,56.85,False
6407.T,5060.0,5565.0,4807.5,0.3809,0.3069,0.455,1.72,0.82,25.5,🔥 STRONG BUY,"本買い適合(勝率38.1%, EV=+0.46R)",6407,09/04,168.0,1.0,1.02,16.0,10.08,False
4483.T,3520.0,3759.3,3400.4,0.3697,0.2864,0.453,0.7,0.89,14.4,🔥 STRONG BUY,"本買い適合(勝率37.0%, EV=+0.45R)",4483,09/04,204.0,-34.0,-14.56,66.0,3.08,True
4062.T,19560.0,22311.4,18184.3,0.3727,0.2957,0.45,1.91,0.91,1943.7,🔥 STRONG BUY,"本買い適合(勝率37.3%, EV=+0.45R)",4062,09/04,1904.0,-72.0,-3.68,610.0,3.12,True
6146.T,51980.0,57032.9,49453.6,0.3685,0.2869,0.45,1.41,1.01,765.5,🔥 STRONG BUY,"本買い適合(勝率36.9%, EV=+0.45R)",6146,09/04,787.0,56.0,7.78,82.0,9.6,False
6966.T,868.0,944.0,830.0,0.371,0.2934,0.449,1.65,1.07,63.6,🔥 STRONG BUY,"本買い適合(勝率37.1%, EV=+0.45R)",6966,09/04,5981.0,20.0,0.34,172.0,34.73,False
6976.T,9209.0,10384.9,8621.1,0.3854,0.3242,0.447,2.22,1.06,2770.5,🔥 STRONG BUY,"本買い適合(勝率38.5%, EV=+0.45R)",6976,09/04,4204.0,-429.0,-9.27,929.0,4.52,True
9301.T,1538.5,1585.6,1514.9,0.374,0.3033,0.445,0.12,1.12,12.3,🔥 STRONG BUY,"本買い適合(勝率37.4%, EV=+0.45R)",9301,09/04,171.0,-5.0,-2.84,168.0,1.02,False
1893.T,1438.0,1519.3,1397.4,0.3691,0.2946,0.444,1.2,0.88,32.3,🔥 STRONG BUY,"本買い適合(勝率36.9%, EV=+0.44R)",1893,09/04,1923.0,-12.0,-0.64,33.0,57.43,False
6134.T,6705.0,7255.7,6429.6,0.3704,0.2981,0.443,1.74,1.87,56.9,🔥 STRONG BUY,"本買い適合(勝率37.0%, EV=+0.44R)",6134,09/04,587.0,-9.0,-1.61,10.0,58.72,False
6506.T,4301.0,4604.8,4149.1,0.368,0.2926,0.443,1.48,1.43,159.4,🔥 STRONG BUY,"本買い適合(勝率36.8%, EV=+0.44R)",6506,09/04,6405.0,583.0,10.02,202.0,31.65,False
6622.T,11900.0,12917.1,11391.4,0.3812,0.3209,0.441,1.77,0.85,22.7,🔥 STRONG BUY,"本買い適合(勝率38.1%, EV=+0.44R)",6622,09/04,208.0,11.0,5.94,3.0,59.6,False
5471.T,2313.0,2487.7,2225.6,0.3715,0.3048,0.438,1.71,1.02,24.3,🔥 STRONG BUY,"本買い適合(勝率37.1%, EV=+0.44R)",5471,09/04,557.0,-21.0,-3.68,46.0,11.88,False
3436.T,2959.0,3378.5,2749.2,0.3712,0.306,0.436,1.85,1.07,335.5,🔥 STRONG BUY,"本買い適合(勝率37.1%, EV=+0.44R)",3436,09/04,3835.0,149.0,4.06,621.0,6.17,False
5333.T,5001.0,5374.7,4814.1,0.3739,0.3129,0.435,1.46,1.54,71.2,🔥 STRONG BUY,"本買い適合(勝率37.4%, EV=+0.43R)",5333,09/04,415.0,-40.0,-8.83,27.0,15.04,False
5838.T,6396.0,6816.6,6185.7,0.3784,0.3221,0.435,0.73,1.25,69.5,🔥 STRONG BUY,"本買い適合(勝率37.8%, EV=+0.43R)",5838,09/04,1785.0,-86.0,-4.61,63.0,28.17,False
3197.T,3301.0,3446.4,3228.3,0.3629,0.2922,0.434,-0.33,0.93,32.6,🔥 STRONG BUY,"本買い適合(勝率36.3%, EV=+0.43R)",3197,09/04,232.0,-17.0,-6.93,335.0,0.69,True
7735.T,12255.0,13343.6,11710.7,0.37,0.3057,0.434,1.39,1.13,211.6,🔥 STRONG BUY,"本買い適合(勝率37.0%, EV=+0.43R)",7735,09/04,998.0,9.0,0.97,132.0,7.52,False
6507.T,11330.0,12428.6,10780.7,0.3721,0.3113,0.433,1.51,1.13,17.8,🔥 STRONG BUY,"本買い適合(勝率37.2%, EV=+0.43R)",6507,09/04,112.0,2.0,2.17,21.0,5.25,False
6862.T,4310.0,4892.1,4018.9,0.3697,0.3061,0.433,2.02,0.87,15.2,🔥 STRONG BUY,"本買い適合(勝率37.0%, EV=+0.43R)",6862,09/04,1050.0,11.0,1.14,0.0,0.0,False
6590.T,3790.0,4183.6,3593.2,0.3687,0.305,0.432,1.62,1.43,37.7,🔥 STRONG BUY,"本買い適合(勝率36.9%, EV=+0.43R)",6590,09/04,1142.0,34.0,3.14,48.0,23.46,False
268A.T,1591.0,1760.0,1506.5,0.3784,0.326,0.431,2.08,0.76,36.8,🔥 STRONG BUY,"本買い適合(勝率37.8%, EV=+0.43R)",268A,09/04,1523.0,36.0,2.47,3.0,461.0,False
6361.T,4247.0,4578.3,4081.4,0.3664,0.3014,0.431,1.13,1.24,124.5,🔥 STRONG BUY,"本買い適合(勝率36.6%, EV=+0.43R)",6361,09/04,1759.0,142.0,8.78,58.0,30.13,False
4043.T,4063.0,4318.4,3935.3,0.3741,0.32,0.428,1.31,0.92,23.6,🔥 STRONG BUY,"本買い適合(勝率37.4%, EV=+0.43R)",4043,09/04,1618.0,18.0,1.16,24.0,67.17,False
5706.T,23240.0,26232.1,21743.9,0.3606,0.2934,0.428,2.22,1.12,415.6,🔥 STRONG BUY,"本買い適合(勝率36.1%, EV=+0.43R)",5706,09/04,980.0,195.0,24.89,105.0,9.27,False
6723.T,3192.0,3500.1,3037.9,0.3606,0.2935,0.428,1.56,1.02,326.9,🔥 STRONG BUY,"本買い適合(勝率36.1%, EV=+0.43R)",6723,09/04,3199.0,130.0,4.26,602.0,5.31,False
6875.T,10490.0,11261.4,10104.3,0.3605,0.2926,0.428,1.36,0.89,10.8,🔥 STRONG BUY,"本買い適合(勝率36.1%, EV=+0.43R)",6875,09/04,61.0,-9.0,-13.69,10.0,6.0,False
7906.T,2385.0,2555.9,2299.6,0.3667,0.3058,0.428,0.11,0.68,12.4,🔥 STRONG BUY,"本買い適合(勝率36.7%, EV=+0.43R)",7906,09/04,503.0,72.0,16.79,29.0,17.07,False
7911.T,4725.0,5095.1,4539.9,0.3677,0.3072,0.428,1.25,1.5,75.3,🔥 STRONG BUY,"本買い適合(勝率36.8%, EV=+0.43R)",7911,09/04,343.0,20.0,6.19,14.0,24.33,False
6777.T,19020.0,21394.3,17832.9,0.3799,0.3323,0.427,2.38,0.95,22.0,🔥 STRONG BUY,"本買い適合(勝率38.0%, EV=+0.43R)",6777,09/04,280.0,-7.0,-2.5,0.0,0.0,False
6890.T,8620.0,9594.3,8132.9,0.3733,0.3197,0.427,2.31,1.23,83.7,🔥 STRONG BUY,"本買い適合(勝率37.3%, EV=+0.43R)",6890,09/04,2518.0,1.0,0.08,15.0,163.0,False
5805.T,13600.0,15092.9,12853.6,0.3681,0.3105,0.426,1.72,1.0,39.2,🔥 STRONG BUY,"本買い適合(勝率36.8%, EV=+0.43R)",5805,09/04,259.0,14.0,5.83,28.0,9.2,False
5016.T,3695.0,4051.1,3516.9,0.373,0.3214,0.425,1.54,0.76,806.5,🔥 STRONG BUY,"本買い適合(勝率37.3%, EV=+0.42R)",5016,09/04,22128.0,1463.0,7.08,671.0,32.97,False
5101.T,6764.0,7247.0,6522.5,0.362,0.2989,0.425,0.89,1.13,60.5,🔥 STRONG BUY,"本買い適合(勝率36.2%, EV=+0.42R)",5101,09/04,501.0,75.0,17.81,40.0,12.53,False
6368.T,12050.0,12977.9,11586.1,0.374,0.3226,0.425,1.59,1.19,27.6,🔥 STRONG BUY,"本買い適合(勝率37.4%, EV=+0.42R)",6368,09/04,216.0,9.0,4.74,32.0,6.72,False
7014.T,4580.0,5036.4,4351.8,0.362,0.2984,0.425,1.61,1.21,96.3,🔥 STRONG BUY,"本買い適合(勝率36.2%, EV=+0.42R)",7014,09/04,1208.0,-74.0,-5.79,104.0,11.6,False
6315.T,2116.0,2302.1,2022.9,0.3713,0.3191,0.424,1.79,1.33,66.8,🔥 STRONG BUY,"本買い適合(勝率37.1%, EV=+0.42R)",6315,09/04,5127.0,183.0,3.71,54.0,93.56,False
6752.T,4200.0,4523.3,4038.4,0.3718,0.3199,0.424,1.54,1.05,328.9,🔥 STRONG BUY,"本買い適合(勝率37.2%, EV=+0.42R)",6752,09/04,2200.0,257.0,13.25,340.0,6.46,False
4186.T,8054.0,8703.0,7729.5,0.3682,0.3137,0.423,1.45,1.32,55.9,🔥 STRONG BUY,"本買い適合(勝率36.8%, EV=+0.42R)",4186,09/04,566.0,5.0,0.94,35.0,16.14,False
4203.T,7588.0,8176.7,7293.6,0.3674,0.3117,0.423,1.32,1.06,66.2,🔥 STRONG BUY,"本買い適合(勝率36.7%, EV=+0.42R)",4203,09/04,210.0,-21.0,-9.32,21.0,9.64,False
6479.T,3391.0,3605.0,3284.0,0.3777,0.3322,0.423,1.41,1.3,92.0,🔥 STRONG BUY,"本買い適合(勝率37.8%, EV=+0.42R)",6479,09/04,3048.0,-94.0,-3.0,77.0,39.54,False
7003.T,4145.0,4502.0,3966.5,0.3603,0.2975,0.423,1.43,1.05,88.9,🔥 STRONG BUY,"本買い適合(勝率36.0%, EV=+0.42R)",7003,09/04,3865.0,-54.0,-1.39,153.0,25.21,False
8253.T,4595.0,4797.4,4493.8,0.3766,0.331,0.422,0.24,1.14,33.1,🔥 STRONG BUY,"本買い適合(勝率37.7%, EV=+0.42R)",8253,09/04,164.0,17.0,11.57,36.0,4.47,False
9984.T,6540.0,7237.4,6191.3,0.3727,0.3239,0.422,2.74,0.76,5963.4,🔥 STRONG BUY,"本買い適合(勝率37.3%, EV=+0.42R)",9984,09/04,34757.0,-1565.0,-4.31,5186.0,6.7,False
1928.T,3361.0,3458.9,3312.1,0.3615,0.3018,0.421,0.17,1.1,97.2,🔥 STRONG BUY,"本買い適合(勝率36.1%, EV=+0.42R)",1928,09/04,835.0,37.0,4.75,505.0,1.65,False
6254.T,3260.0,3516.4,3131.8,0.3635,0.3056,0.421,1.81,1.23,14.1,🔥 STRONG BUY,"本買い適合(勝率36.4%, EV=+0.42R)",6254,09/04,1878.0,0.0,0.01,132.0,14.22,False
6366.T,693.0,741.6,668.7,0.3614,0.3031,0.42,1.19,1.18,12.2,🔥 STRONG BUY,"本買い適合(勝率36.1%, EV=+0.42R)",6366,09/04,9953.0,355.0,3.7,563.0,17.66,False
6787.T,19020.0,21474.3,17792.9,0.3715,0.3228,0.42,2.21,0.8,59.2,🔥 STRONG BUY,"本買い適合(勝率37.1%, EV=+0.42R)",6787,09/04,614.0,-154.0,-20.08,22.0,27.32,False
9412.T,1916.0,2049.4,1849.3,0.3668,0.3138,0.42,0.94,0.88,32.5,🔥 STRONG BUY,"本買い適合(勝率36.7%, EV=+0.42R)",9412,09/04,4305.0,228.0,5.61,558.0,7.71,False
1861.T,1278.0,1316.3,1258.9,0.3607,0.3027,0.419,0.59,0.92,11.6,🔥 STRONG BUY,"本買い適合(勝率36.1%, EV=+0.42R)",1861,09/04,1066.0,4.0,0.42,39.0,26.93,False
9065.T,7914.0,8196.7,7772.6,0.3651,0.3129,0.417,0.51,2.95,24.5,🔥 STRONG BUY,"本買い適合(勝率36.5%, EV=+0.42R)",9065,09/04,54.0,18.0,53.54,30.0,1.76,False
6324.T,5790.0,6372.9,5498.6,0.3703,0.3269,0.414,2.15,1.77,73.0,🔥 STRONG BUY,"本買い適合(勝率37.0%, EV=+0.41R)",6324,09/04,987.0,0.0,-0.07,732.0,1.35,False
6370.T,7366.0,7812.4,7142.8,0.3696,0.3253,0.414,1.27,1.14,44.2,🔥 STRONG BUY,"本買い適合(勝率37.0%, EV=+0.41R)",6370,09/04,154.0,5.0,3.48,42.0,3.64,False
6856.T,21490.0,22966.4,20751.8,0.3691,0.3244,0.414,1.46,1.31,42.9,🔥 STRONG BUY,"本買い適合(勝率36.9%, EV=+0.41R)",6856,09/04,57.0,1.0,3.41,5.0,10.69,False
6920.T,34570.0,38295.7,32707.1,0.3693,0.3257,0.413,1.51,0.79,1356.2,🔥 STRONG BUY,"本買い適合(勝率36.9%, EV=+0.41R)",6920,09/04,1969.0,146.0,8.03,174.0,11.29,False
5233.T,4061.0,4256.3,3963.4,0.3627,0.3146,0.411,0.75,1.11,20.5,🔥 STRONG BUY,"本買い適合(勝率36.3%, EV=+0.41R)",5233,09/04,473.0,52.0,12.45,18.0,26.15,False
5991.T,3301.0,3510.4,3196.3,0.3688,0.3266,0.411,1.23,1.29,20.9,🔥 STRONG BUY,"本買い適合(勝率36.9%, EV=+0.41R)",5991,09/04,2083.0,-191.0,-8.41,71.0,29.21,False
6503.T,5027.0,5340.3,4870.4,0.3645,0.319,0.41,1.25,1.05,302.8,🔥 STRONG BUY,"本買い適合(勝率36.5%, EV=+0.41R)",6503,09/04,3550.0,524.0,17.34,110.0,32.1,False
6981.T,7352.0,8147.4,6954.3,0.3768,0.3437,0.41,2.03,1.11,1552.0,🔥 STRONG BUY,"本買い適合(勝率37.7%, EV=+0.41R)",6981,09/04,8568.0,30.0,0.36,797.0,10.75,False
6954.T,5735.0,6066.9,5569.1,0.3701,0.3311,0.409,1.17,1.46,287.5,🔥 STRONG BUY,"本買い適合(勝率37.0%, EV=+0.41R)",6954,09/04,5402.0,215.0,4.15,262.0,20.59,False
7729.T,16285.0,17717.9,15568.6,0.3748,0.3401,0.409,1.34,1.01,44.4,🔥 STRONG BUY,"本買い適合(勝率37.5%, EV=+0.41R)",7729,09/04,100.0,6.0,7.18,13.0,7.46,False
6524.T,4860.0,5427.1,4576.4,0.3669,0.3254,0.408,2.37,0.9,10.9,🔥 STRONG BUY,"本買い適合(勝率36.7%, EV=+0.41R)",6524,09/04,553.0,40.0,7.9,41.0,13.33,False
5344.T,54460.0,59334.3,52022.9,0.3728,0.3397,0.406,2.02,0.66,66.5,🔥 STRONG BUY,"本買い適合(勝率37.3%, EV=+0.41R)",5344,09/04,64.0,-2.0,-2.99,8.0,7.62,False
4565.T,1204.0,1312.0,1150.0,0.3726,0.3413,0.404,-0.59,0.95,19.5,🔥 STRONG BUY,"本買い適合(勝率37.3%, EV=+0.40R)",4565,09/04,8254.0,311.0,3.92,138.0,59.77,False
6857.T,31720.0,35311.4,29924.3,0.3669,0.331,0.403,1.59,1.1,3366.7,🔥 STRONG BUY,"本買い適合(勝率36.7%, EV=+0.40R)",6857,09/04,2348.0,262.0,12.57,1639.0,1.43,False
1980.T,2653.0,2822.4,2568.3,0.3689,0.3373,0.401,1.47,0.98,15.3,🔥 STRONG BUY,"本買い適合(勝率36.9%, EV=+0.40R)",1980,09/04,554.0,-25.0,-4.38,31.0,17.83,False
6136.T,3382.0,3592.4,3276.8,0.3636,0.3259,0.401,1.21,1.04,10.6,🔥 STRONG BUY,"本買い適合(勝率36.4%, EV=+0.40R)",6136,09/04,106.0,0.0,0.0,37.0,2.87,False
6278.T,12530.0,13965.7,11812.1,0.3698,0.3396,0.4,2.05,1.24,24.5,🔥 STRONG BUY,"本買い適合(勝率37.0%, EV=+0.40R)",6278,09/04,142.0,12.0,9.59,11.0,12.42,False
7701.T,3742.0,3890.0,3668.0,0.3608,0.325,0.397,0.59,1.25,43.0,🔥 STRONG BUY,"本買い適合(勝率36.1%, EV=+0.40R)",7701,09/04,235.0,49.0,26.3,21.0,10.97,False
4368.T,2800.0,2988.6,2705.7,0.3677,0.3394,0.396,1.6,1.36,20.6,🔥 STRONG BUY,"本買い適合(勝率36.8%, EV=+0.40R)",4368,09/04,1196.0,-1.0,-0.16,21.0,54.64,False
6504.T,12650.0,13548.6,12200.7,0.3737,0.3514,0.396,1.38,0.96,87.4,🔥 STRONG BUY,"本買い適合(勝率37.4%, EV=+0.40R)",6504,09/04,429.0,14.0,3.4,29.0,14.41,False
9706.T,5409.0,5659.0,5284.0,0.3694,0.3424,0.396,0.31,0.54,95.4,🔥 STRONG BUY,"本買い適合(勝率36.9%, EV=+0.40R)",9706,09/04,92.0,-31.0,-25.52,2728.0,0.03,True
6674.T,4962.0,5306.6,4789.7,0.3669,0.3386,0.395,1.43,0.88,35.3,🔥 STRONG BUY,"本買い適合(勝率36.7%, EV=+0.40R)",6674,09/04,702.0,89.0,14.65,41.0,16.93,False
6806.T,24065.0,25376.4,23409.3,0.3606,0.3261,0.395,1.11,1.19,35.9,🔥 STRONG BUY,"本買い適合(勝率36.1%, EV=+0.40R)",6806,09/04,20.0,3.0,22.22,10.0,1.95,False
7011.T,3705.0,3940.1,3587.4,0.3668,0.3389,0.395,0.83,1.04,497.0,🔥 STRONG BUY,"本買い適合(勝率36.7%, EV=+0.40R)",7011,09/04,23177.0,3001.0,14.88,924.0,25.08,False
1969.T,4395.0,4592.1,4296.4,0.3712,0.3492,0.393,0.95,0.95,25.2,🔥 STRONG BUY,"本買い適合(勝率37.1%, EV=+0.39R)",1969,09/04,345.0,-16.0,-4.48,36.0,9.57,False
2492.T,700.0,768.4,665.8,0.361,0.3291,0.393,0.24,0.86,23.6,🔥 STRONG BUY,"本買い適合(勝率36.1%, EV=+0.39R)",2492,09/04,2045.0,173.0,9.27,780.0,2.62,False
6841.T,4568.0,4844.9,4429.6,0.364,0.3349,0.393,1.21,1.17,50.4,🔥 STRONG BUY,"本買い適合(勝率36.4%, EV=+0.39R)",6841,09/04,172.0,60.0,53.97,130.0,1.32,False
7912.T,3029.0,3164.9,2961.1,0.3619,0.3316,0.392,0.51,1.3,39.4,🔥 STRONG BUY,"本買い適合(勝率36.2%, EV=+0.39R)",7912,09/04,201.0,31.0,18.23,43.0,4.61,False
6861.T,76000.0,80080.0,73960.0,0.3671,0.3439,0.39,1.14,1.44,425.1,🔥 STRONG BUY,"本買い適合(勝率36.7%, EV=+0.39R)",6861,09/04,160.0,48.0,43.85,54.0,2.93,False
4755.T,716.2999877929688,753.4,697.8,0.367,0.3465,0.388,0.73,0.9,98.5,🔥 STRONG BUY,"本買い適合(勝率36.7%, EV=+0.39R)",4755,09/04,23201.0,4034.0,21.05,1087.0,21.34,False
5929.T,3367.0,3495.7,3302.6,0.3685,0.349,0.388,0.43,1.4,23.9,🔥 STRONG BUY,"本買い適合(勝率36.9%, EV=+0.39R)",5929,09/04,84.0,-4.0,-4.72,31.0,2.71,True
6855.T,6490.0,7204.3,6132.9,0.3673,0.3467,0.388,2.08,1.03,33.0,🔥 STRONG BUY,"本買い適合(勝率36.7%, EV=+0.39R)",6855,09/04,920.0,-99.0,-9.8,12.0,71.88,False
2264.T,1106.0,1157.3,1080.4,0.3637,0.3399,0.387,-0.02,1.42,22.5,🔥 STRONG BUY,"本買い適合(勝率36.4%, EV=+0.39R)",2264,09/04,718.0,92.0,14.7,173.0,4.14,False
6141.T,2764.5,2920.9,2686.3,0.367,0.3485,0.385,1.18,0.94,44.5,🔥 STRONG BUY,"本買い適合(勝率36.7%, EV=+0.39R)",6141,09/04,2026.0,382.0,23.26,71.0,28.38,False
6526.T,1834.5,1986.1,1758.7,0.3676,0.35,0.385,1.56,1.11,102.5,🔥 STRONG BUY,"本買い適合(勝率36.8%, EV=+0.39R)",6526,09/04,5929.0,100.0,1.73,925.0,6.41,False
3498.T,7130.0,7634.5,6877.7,0.3621,0.3418,0.382,0.6,1.21,13.8,🔥 STRONG BUY,"本買い適合(勝率36.2%, EV=+0.38R)",3498,09/04,1092.0,72.0,7.13,165.0,6.61,False
4021.T,7878.0,8312.4,7660.8,0.3644,0.3477,0.381,1.02,1.41,45.0,🔥 STRONG BUY,"本買い適合(勝率36.4%, EV=+0.38R)",4021,09/04,66.0,1.0,2.8,44.0,1.5,False
5232.T,5590.0,5927.3,5421.4,0.3663,0.3536,0.379,0.88,0.99,11.2,🔥 STRONG BUY,"本買い適合(勝率36.6%, EV=+0.38R)",5232,09/04,179.0,7.0,4.42,32.0,5.58,False
8282.T,1848.5,1919.1,1813.2,0.3619,0.3453,0.379,0.31,1.17,12.3,🔥 STRONG BUY,"本買い適合(勝率36.2%, EV=+0.38R)",8282,09/04,59.0,-141.0,-70.6,152.0,0.39,True
4114.T,2507.0,2620.6,2450.2,0.3617,0.345,0.378,0.4,0.99,20.2,🔥 STRONG BUY,"本買い適合(勝率36.2%, EV=+0.38R)",4114,09/04,475.0,59.0,14.35,68.0,6.95,False
5715.T,4045.0,4410.0,3862.5,0.3623,0.3489,0.376,1.52,1.36,10.3,🔥 STRONG BUY,"本買い適合(勝率36.2%, EV=+0.38R)",5715,09/04,410.0,1.0,0.27,21.0,19.16,False
3769.T,8293.0,8838.9,8020.1,0.3641,0.3544,0.374,-0.44,0.92,26.6,🔥 STRONG BUY,"本買い適合(勝率36.4%, EV=+0.37R)",3769,09/04,90.0,-20.0,-18.56,22.0,4.0,True
6323.T,3464.0,3797.4,3297.3,0.3654,0.3578,0.373,1.43,1.28,44.5,🔥 STRONG BUY,"本買い適合(勝率36.5%, EV=+0.37R)",6323,09/04,3372.0,86.0,2.63,90.0,37.43,False
2501.T,1838.0,1907.9,1803.1,0.3618,0.3531,0.371,-0.11,1.14,19.0,🔥 STRONG BUY,"本買い適合(勝率36.2%, EV=+0.37R)",2501,09/04,301.0,60.0,25.16,338.0,0.89,False
5741.T,2164.0,2318.3,2086.9,0.3615,0.3523,0.371,0.94,1.45,16.3,🔥 STRONG BUY,"本買い適合(勝率36.2%, EV=+0.37R)",5741,09/04,492.0,42.0,9.35,11.0,44.37,False
6135.T,14580.0,15475.7,14132.1,0.3618,0.3524,0.371,1.14,1.2,18.2,🔥 STRONG BUY,"本買い適合(勝率36.2%, EV=+0.37R)",6135,09/04,98.0,-5.0,-5.38,0.0,984.0,False
8338.T,726.0,790.3,693.9,0.3605,0.3497,0.371,1.04,1.0,11.1,🔥 STRONG BUY,"本買い適合(勝率36.1%, EV=+0.37R)",8338,09/04,2982.0,270.0,9.98,177.0,16.79,False
6902.T,1921.0,1989.6,1886.7,0.3682,0.3664,0.37,0.42,1.1,130.6,🔥 STRONG BUY,"本買い適合(勝率36.8%, EV=+0.37R)",6902,09/04,3066.0,-8.0,-0.27,194.0,15.79,False
6961.T,9730.0,10848.6,9170.7,0.3656,0.3623,0.369,2.42,0.7,11.5,🔥 STRONG BUY,"本買い適合(勝率36.6%, EV=+0.37R)",6961,09/04,185.0,12.0,7.48,5.0,36.33,False
9020.T,3493.0,3612.0,3433.5,0.3616,0.3555,0.368,0.23,1.05,93.1,🔥 STRONG BUY,"本買い適合(勝率36.2%, EV=+0.37R)",9020,09/04,855.0,-45.0,-5.09,57.0,15.0,False
4612.T,1097.0,1151.6,1069.7,0.3655,0.3639,0.367,0.9,1.28,30.8,🔥 STRONG BUY,"本買い適合(勝率36.5%, EV=+0.37R)",4612,09/04,213.0,-5.0,-2.29,66.0,3.21,False
6480.T,1600.0,1763.9,1518.1,0.3602,0.3546,0.366,1.9,1.2,11.6,🔥 STRONG BUY,"本買い適合(勝率36.0%, EV=+0.37R)",6480,09/04,1357.0,-22.0,-1.6,13.0,104.0,False
6963.T,4577.0,5076.1,4327.4,0.3584,0.2293,0.487,1.97,1.28,159.9,🎯 BUY,"打診買い適合(勝率35.8%, 出来高1.28x)",6963,09/04,882.0,-19.0,-2.12,165.0,5.33,False
429A.T,3740.0,4104.3,3557.9,0.3522,0.2221,0.482,1.77,1.05,24.9,🎯 BUY,"打診買い適合(勝率35.2%, 出来高1.05x)",429A,09/04,1384.0,18.0,1.35,25.0,53.68,False
7581.T,6740.0,7201.1,6509.4,0.3556,0.2363,0.475,0.28,0.89,35.6,🎯 BUY,"打診買い適合(勝率35.6%, 出来高0.89x)",7581,09/04,716.0,-7.0,-1.06,60.0,11.91,False
5714.T,8885.0,9729.1,8462.9,0.3501,0.2312,0.469,1.34,1.08,41.3,🎯 BUY,"打診買い適合(勝率35.0%, 出来高1.08x)",5714,09/04,283.0,28.0,11.17,8.0,31.87,False
4194.T,8028.0,8618.0,7733.0,0.3582,0.2516,0.465,0.61,2.86,33.5,🎯 BUY,"打診買い適合(勝率35.8%, 出来高2.86x)",4194,09/04,85.0,1.0,1.43,29.0,2.92,False
6383.T,5429.0,5752.1,5267.4,0.3507,0.2407,0.461,1.21,1.2,81.0,🎯 BUY,"打診買い適合(勝率35.1%, 出来高1.20x)",6383,09/04,767.0,45.0,6.29,46.0,16.35,False
7013.T,2665.0,2900.9,2547.0,0.3549,0.2498,0.46,1.18,0.9,369.4,🎯 BUY,"打診買い適合(勝率35.5%, 出来高0.90x)",7013,09/04,16740.0,1092.0,6.98,310.0,53.9,False
9024.T,3507.0,3669.7,3425.6,0.3584,0.2667,0.45,-0.04,1.06,36.6,🎯 BUY,"打診買い適合(勝率35.8%, 出来高1.06x)",9024,09/04,255.0,-18.0,-6.65,438.0,0.58,True
4369.T,2922.0,3185.7,2790.1,0.3575,0.268,0.447,1.44,1.14,12.7,🎯 BUY,"打診買い適合(勝率35.8%, 出来高1.14x)",4369,09/04,1321.0,51.0,4.03,23.0,57.21,False
5857.T,3555.0,3883.6,3390.7,0.3549,0.2648,0.445,1.29,1.01,19.7,🎯 BUY,"打診買い適合(勝率35.5%, 出来高1.01x)",5857,09/04,642.0,-203.0,-24.07,24.0,26.64,False
5301.T,1987.5,2158.7,1901.9,0.3567,0.2691,0.444,0.98,1.19,48.7,🎯 BUY,"打診買い適合(勝率35.7%, 出来高1.19x)",5301,09/04,364.0,20.0,5.84,146.0,2.49,False
